"category","currency","delivery_date","dispatch_date","modified_at","order_date","order_ref","product","qty","status","supplier","expected_delivery"
"consumables","USD","","03/04/2024","03/04/2024","21/03/2024","268","Unlabelled Reagent","67","Dispatched","[REDACTED]","14/04/2024"
"equipment","USD","","","09/04/2024","09/04/2024","269","Suspiciously Cheap Calibrator","35","Raised","[REDACTED]","03/05/2024"
"equipment","USD","","23/04/2024","23/04/2024","09/04/2024","269","Suspiciously Cheap Calibrator","35","Dispatched","[REDACTED]","03/05/2024"
"equipment","USD","11/05/2024","23/04/2024","11/05/2024","09/04/2024","269","Suspiciously Cheap Calibrator","35","Delivered","[REDACTED]","03/05/2024"
"consumables","USD","","","21/01/2024","21/01/2024","270","Unlabelled Filter","21","Raised","[REDACTED]","14/02/2024"
"consumables","USD","","","12/04/2024","12/04/2024","271","Suspiciously Cheap Filter","48","Raised","[REDACTED]","06/05/2024"
"consumables","USD","","25/04/2024","25/04/2024","12/04/2024","271","Suspiciously Cheap Filter","48","Dispatched","[REDACTED]","06/05/2024"
"equipment","JPY","","","03/05/2024","03/05/2024","272","Ultra Calibrator","73","Raised","LabTech Solutions","31/05/2024"
"equipment","JPY","","","03/05/2024","03/05/2024","272","Ultra Calibrator","73","Raised","LabTech Solutions","31/05/2024"
"equipment","JPY","","04/05/2024","04/05/2024","03/05/2024","272","Ultra Calibrator","73","Dispatched","LabTech Solutions","31/05/2024"
"equipment","JPY","24/05/2024","04/05/2024","24/05/2024","03/05/2024","272","Ultra Calibrator","73","Delivered","LabTech Solutions","31/05/2024"
"reference","GBP","","","29/05/2024","29/05/2024","273","TEST ITEM - DO NOT USE","92","Raised","SYSTEM_TEST","31/05/2024"
"reference","GBP","","30/05/2024","30/05/2024","29/05/2024","273","TEST ITEM - DO NOT USE","92","Dispatched","SYSTEM_TEST","31/05/2024"
"consumables","USD","","","17/11/2024","17/11/2024","274","Unstable Filter","89","Raised","[REDACTED]","11/12/2024"
"consumables","USD","","02/12/2024","02/12/2024","17/11/2024","274","Unstable Filter","89","Dispatched","[REDACTED]","11/12/2024"
"consumables","USD","06/12/2024","02/12/2024","06/12/2024","17/11/2024","274","Unstable Filter","89","Delivered","[REDACTED]","11/12/2024"
"reference","GBP","","","29/05/2024","29/05/2024","275","TEST ITEM - DO NOT USE","92","Raised","SYSTEM_TEST","31/05/2024"
"equipment","JPY","","","11/05/2024","11/05/2024","276","Ultra Probe","50","Raised","LabTech Solutions","08/06/2024"
"equipment","JPY","","17/05/2024","17/05/2024","11/05/2024","276","Ultra Probe","50","Dispatched","LabTech Solutions","08/06/2024"
"equipment","JPY","05/06/2024","17/05/2024","05/06/2024","11/05/2024","276","Ultra Probe","50","Delivered","LabTech Solutions","08/06/2024"
"equipment","JPY","","","04/03/2024","04/03/2024","277","Standard Sensor","83","Raised","LabTech Solutions","01/04/2024"
"equipment","JPY","","09/03/2024","09/03/2024","04/03/2024","277","Standard Sensor","83","Dispatched","LabTech Solutions","01/04/2024"
"consumables","USD","","","31/08/2024","31/08/2024","278","Unlabelled Solvent","61","Raised","[REDACTED]","24/09/2024"
"consumables","USD","","07/09/2024","07/09/2024","31/08/2024","278","Unlabelled Solvent","61","Dispatched","[REDACTED]","24/09/2024"
"consumables","USD","19/09/2024","07/09/2024","19/09/2024","31/08/2024","278","Unlabelled Solvent","61","Delivered","[REDACTED]","24/09/2024"
"consumables","USD","","","25/04/2024","25/04/2024","279","Unstable Filter","12","Raised","[REDACTED]","19/05/2024"
"consumables","USD","","10/05/2024","10/05/2024","25/04/2024","279","Unstable Filter","12","Dispatched","[REDACTED]","19/05/2024"
"consumables","USD","27/05/2024","10/05/2024","27/05/2024","25/04/2024","279","Unstable Filter","12","Delivered","[REDACTED]","19/05/2024"
"equipment","JPY","","","12/11/2024","12/11/2024","280","Regular Probe","72","Raised","LabTech Solutions","10/12/2024"
"equipment","JPY","","21/11/2024","21/11/2024","12/11/2024","280","Regular Probe","72","Dispatched","LabTech Solutions","10/12/2024"
"consumables","GBP","","","02/04/2024","02/04/2024","281","Regular Solvent","78","Raised","ChemSupply Ltd","10/04/2024"
"consumables","GBP","","04/04/2024","04/04/2024","02/04/2024","281","Regular Solvent","78","Dispatched","ChemSupply Ltd","10/04/2024"
"consumables","GBP","10/04/2024","04/04/2024","10/04/2024","02/04/2024","281","Regular Solvent","78","Delivered","ChemSupply Ltd","10/04/2024"
"consumables","USD","","","20/09/2024","20/09/2024","282","Discount Solvent","73","Raised","BulkChem Inc","25/10/2024"
"consumables","USD","","01/10/2024","01/10/2024","20/09/2024","282","Discount Solvent","73","Dispatched","BulkChem Inc","25/10/2024"
"consumables","USD","","","22/08/2024","22/08/2024","283","Budget Reagent","70","Raised","BulkChem Inc","26/09/2024"
"consumables","USD","","03/09/2024","03/09/2024","22/08/2024","283","Budget Reagent","70","Dispatched","BulkChem Inc","26/09/2024"
"consumables","USD","18/09/2024","03/09/2024","18/09/2024","22/08/2024","283","Budget Reagent","70","Delivered","BulkChem Inc","26/09/2024"
"equipment","JPY","","","06/08/2024","06/08/2024","284","Hyper Probe","71","Raised","LabTech Solutions","03/09/2024"
"equipment","JPY","","","13/08/2024","06/08/2024","284","Hyper Probe","4","Raised","LabTech Solutions","03/09/2024"
"reference","GBP","","","15/05/2024","15/05/2024","285","TEST ITEM - DO NOT USE","46","Raised","SYSTEM_TEST","17/05/2024"
"reference","GBP","","16/05/2024","16/05/2024","15/05/2024","285","TEST ITEM - DO NOT USE","46","Dispatched","SYSTEM_TEST","17/05/2024"
"consumables","GBP","","","04/03/2024","04/03/2024","286","Premium-Quality Solvent","65","Raised","ChemSupply Ltd","12/03/2024"
"consumables","GBP","","07/03/2024","07/03/2024","04/03/2024","286","Premium-Quality Solvent","65","Dispatched","ChemSupply Ltd","12/03/2024"
"consumables","GBP","11/03/2024","07/03/2024","11/03/2024","04/03/2024","286","Premium-Quality Solvent","65","Delivered","ChemSupply Ltd","12/03/2024"
"equipment","JPY","","","05/10/2024","05/10/2024","287","Regular Probe","60","Raised","LabTech Solutions","02/11/2024"
"equipment","JPY","","","09/10/2024","05/10/2024","287","Regular Probe","75","Raised","LabTech Solutions","02/11/2024"
"equipment","JPY","","14/10/2024","14/10/2024","05/10/2024","287","Regular Probe","75","Dispatched","LabTech Solutions","02/11/2024"
"equipment","JPY","27/10/2024","14/10/2024","27/10/2024","05/10/2024","287","Regular Probe","75","Delivered","LabTech Solutions","02/11/2024"
"equipment","JPY","","","29/09/2024","29/09/2024","288","Performance Probe","57","Raised","LabTech Solutions","27/10/2024"
"equipment","JPY","","06/10/2024","06/10/2024","29/09/2024","288","Performance Probe","57","Dispatched","LabTech Solutions","27/10/2024"
"equipment","JPY","21/10/2024","06/10/2024","21/10/2024","29/09/2024","288","Performance Probe","57","Delivered","LabTech Solutions","27/10/2024"
"consumables","USD","","","03/05/2024","03/05/2024","289","Bargain Solvent","81","Raised","BulkChem Inc","07/06/2024"
"consumables","USD","","10/05/2024","10/05/2024","03/05/2024","289","Bargain Solvent","81","Dispatched","BulkChem Inc","07/06/2024"
"consumables","GBP","","","17/10/2024","17/10/2024","290","Regular Reagent","100","Raised","ChemSupply Ltd","25/10/2024"
"consumables","GBP","","20/10/2024","20/10/2024","17/10/2024","290","Regular Reagent","100","Dispatched","ChemSupply Ltd","25/10/2024"
"equipment","USD","","","30/03/2024","30/03/2024","291","Untraceable Extra Probe","62","Raised","[REDACTED]","23/04/2024"
"equipment","USD","","02/04/2024","02/04/2024","30/03/2024","291","Untraceable Extra Probe","62","Dispatched","[REDACTED]","23/04/2024"
"equipment","USD","22/04/2024","02/04/2024","22/04/2024","30/03/2024","291","Untraceable Extra Probe","62","Delivered","[REDACTED]","23/04/2024"
"equipment","USD","","","17/05/2024","17/05/2024","292","Suspiciously Cheap Sensor","82","Raised","[REDACTED]","10/06/2024"
"consumables","USD","","","08/11/2024","08/11/2024","293","Suspiciously Cheap Solvent","27","Raised","[REDACTED]","02/12/2024"
"consumables","USD","","22/11/2024","22/11/2024","08/11/2024","293","Suspiciously Cheap Solvent","27","Dispatched","[REDACTED]","02/12/2024"
"consumables","USD","04/12/2024","22/11/2024","04/12/2024","08/11/2024","293","Suspiciously Cheap Solvent","27","Delivered","[REDACTED]","02/12/2024"
"equipment","JPY","","","28/07/2024","28/07/2024","294","Ordinary Sensor","57","Raised","LabTech Solutions","25/08/2024"
"consumables","USD","","","18/12/2024","18/12/2024","295","Unstable Filter","59","Raised","[REDACTED]","11/01/2025"
"consumables","USD","","","26/11/2024","26/11/2024","296","Approved Reagent","26","Raised","BulkChem Inc","31/12/2024"
"consumables","USD","","16/12/2024","16/12/2024","26/11/2024","296","Approved Reagent","26","Dispatched","BulkChem Inc","31/12/2024"
"consumables","GBP","","","28/04/2024","28/04/2024","297","General-Purpose Solvent","22","Raised","ChemSupply Ltd","06/05/2024"
"consumables","GBP","","30/04/2024","30/04/2024","28/04/2024","297","General-Purpose Solvent","22","Dispatched","ChemSupply Ltd","06/05/2024"
"consumables","GBP","04/05/2024","30/04/2024","04/05/2024","28/04/2024","297","General-Purpose Solvent","22","Delivered","ChemSupply Ltd","06/05/2024"
"reference","GBP","","","15/11/2024","15/11/2024","298","TEST ITEM - DO NOT USE","55","Raised","SYSTEM_TEST","17/11/2024"
"reference","GBP","","16/11/2024","16/11/2024","15/11/2024","298","TEST ITEM - DO NOT USE","55","Dispatched","SYSTEM_TEST","17/11/2024"
"reference","GBP","","16/11/2024","16/11/2024","15/11/2024","298","TEST ITEM - DO NOT USE","55","Dispatched","SYSTEM_TEST","17/11/2024"
"equipment","JPY","","","16/07/2024","16/07/2024","299","Standard Calibrator","95","Raised","LabTech Solutions","13/08/2024"
"equipment","JPY","","","26/07/2024","16/07/2024","299","Standard Calibrator","20","Raised","LabTech Solutions","13/08/2024"
"equipment","JPY","","27/07/2024","27/07/2024","16/07/2024","299","Standard Calibrator","20","Dispatched","LabTech Solutions","13/08/2024"
"equipment","JPY","17/08/2024","27/07/2024","17/08/2024","16/07/2024","299","Standard Calibrator","20","Delivered","LabTech Solutions","13/08/2024"
"reference","GBP","","","18/09/2024","18/09/2024","300","TEST ITEM - DO NOT USE","15","Raised","SYSTEM_TEST","20/09/2024"
"reference","GBP","","19/09/2024","19/09/2024","18/09/2024","300","TEST ITEM - DO NOT USE","15","Dispatched","SYSTEM_TEST","20/09/2024"
"equipment","JPY","","","21/10/2024","21/10/2024","301","Precision Sensor","72","Raised","LabTech Solutions","18/11/2024"
"equipment","JPY","","27/10/2024","27/10/2024","21/10/2024","301","Precision Sensor","72","Dispatched","LabTech Solutions","18/11/2024"
"consumables","GBP","","","10/11/2024","10/11/2024","302","Ordinary Filter","32","Raised","ChemSupply Ltd","18/11/2024"
"consumables","GBP","","12/11/2024","12/11/2024","10/11/2024","302","Ordinary Filter","32","Dispatched","ChemSupply Ltd","18/11/2024"
"consumables","GBP","15/11/2024","12/11/2024","15/11/2024","10/11/2024","302","Ordinary Filter","32","Delivered","ChemSupply Ltd","18/11/2024"
"reference","GBP","","","14/09/2024","14/09/2024","303","TEST ITEM - DO NOT USE","3","Raised","SYSTEM_TEST","16/09/2024"
"reference","GBP","","15/09/2024","15/09/2024","14/09/2024","303","TEST ITEM - DO NOT USE","3","Dispatched","SYSTEM_TEST","16/09/2024"
"reference","GBP","16/09/2024","15/09/2024","16/09/2024","14/09/2024","303","TEST ITEM - DO NOT USE","3","Delivered","SYSTEM_TEST","16/09/2024"
"equipment","USD","","","05/12/2024","05/12/2024","304","Suspiciously Cheap Calibrator","88","Raised","[REDACTED]","29/12/2024"
"equipment","USD","","18/12/2024","18/12/2024","05/12/2024","304","Suspiciously Cheap Calibrator","88","Dispatched","[REDACTED]","29/12/2024"
"equipment","USD","31/12/2024","18/12/2024","31/12/2024","05/12/2024","304","Suspiciously Cheap Calibrator","88","Delivered","[REDACTED]","29/12/2024"
"equipment","USD","","","04/07/2024","04/07/2024","305","Unlabelled Probe","4","Raised","[REDACTED]","28/07/2024"
"equipment","USD","","11/07/2024","11/07/2024","04/07/2024","305","Unlabelled Probe","4","Dispatched","[REDACTED]","28/07/2024"
"consumables","USD","","","24/11/2024","24/11/2024","306","Discount Filter","40","Raised","BulkChem Inc","29/12/2024"
"consumables","USD","","07/12/2024","07/12/2024","24/11/2024","306","Discount Filter","40","Dispatched","BulkChem Inc","29/12/2024"
"reference","GBP","","","02/02/2024","02/02/2024","307","TEST ITEM - DO NOT USE","78","Raised","SYSTEM_TEST","04/02/2024"
"reference","GBP","","03/02/2024","03/02/2024","02/02/2024","307","TEST ITEM - DO NOT USE","78","Dispatched","SYSTEM_TEST","04/02/2024"
"reference","GBP","04/02/2024","03/02/2024","04/02/2024","02/02/2024","307","TEST ITEM - DO NOT USE","78","Delivered","SYSTEM_TEST","04/02/2024"
"reference","GBP","","","19/09/2024","19/09/2024","308","TEST ITEM - DO NOT USE","6","Raised","SYSTEM_TEST","21/09/2024"
"reference","GBP","","20/09/2024","20/09/2024","19/09/2024","308","TEST ITEM - DO NOT USE","6","Dispatched","SYSTEM_TEST","21/09/2024"
"reference","GBP","21/09/2024","20/09/2024","21/09/2024","19/09/2024","308","TEST ITEM - DO NOT USE","6","Delivered","SYSTEM_TEST","21/09/2024"
"consumables","GBP","","","17/01/2024","17/01/2024","309","Ordinary Reagent","43","Raised","ChemSupply Ltd","25/01/2024"
"consumables","GBP","","20/01/2024","20/01/2024","17/01/2024","309","Ordinary Reagent","43","Dispatched","ChemSupply Ltd","25/01/2024"
"equipment","JPY","","","20/04/2024","20/04/2024","310","Ultra Calibrator","46","Raised","LabTech Solutions","18/05/2024"
"equipment","JPY","","23/04/2024","23/04/2024","20/04/2024","310","Ultra Calibrator","46","Dispatched","LabTech Solutions","18/05/2024"
"equipment","JPY","04/05/2024","23/04/2024","04/05/2024","20/04/2024","310","Ultra Calibrator","46","Delivered","LabTech Solutions","18/05/2024"
"equipment","JPY","","","08/02/2024","08/02/2024","311","Ultra Calibrator","94","Raised","LabTech Solutions","07/03/2024"
"equipment","JPY","","18/02/2024","18/02/2024","08/02/2024","311","Ultra Calibrator","94","Dispatched","LabTech Solutions","07/03/2024"
"equipment","JPY","05/03/2024","18/02/2024","05/03/2024","08/02/2024","311","Ultra Calibrator","94","Delivered","LabTech Solutions","07/03/2024"
"consumables","GBP","","","16/03/2024","16/03/2024","312","Premium-Quality Solvent","21","Raised","ChemSupply Ltd","24/03/2024"
"consumables","GBP","","19/03/2024","19/03/2024","16/03/2024","312","Premium-Quality Solvent","21","Dispatched","ChemSupply Ltd","24/03/2024"
"consumables","GBP","26/03/2024","19/03/2024","26/03/2024","16/03/2024","312","Premium-Quality Solvent","21","Delivered","ChemSupply Ltd","24/03/2024"
"consumables","USD","","","05/10/2024","05/10/2024","313","Regulation Reagent","17","Raised","BulkChem Inc","09/11/2024"
"consumables","USD","","26/10/2024","26/10/2024","05/10/2024","313","Regulation Reagent","17","Dispatched","BulkChem Inc","09/11/2024"
"consumables","USD","","","30/10/2024","30/10/2024","314","Budget Filter","58","Raised","BulkChem Inc","04/12/2024"
"consumables","USD","","14/11/2024","14/11/2024","30/10/2024","314","Budget Filter","58","Dispatched","BulkChem Inc","04/12/2024"
"consumables","USD","","","18/12/2024","18/12/2024","315","Mass-Produced Solvent","26","Raised","BulkChem Inc","22/01/2025"
"consumables","USD","","08/01/2025","08/01/2025","18/12/2024","315","Mass-Produced Solvent","26","Dispatched","BulkChem Inc","22/01/2025"
"consumables","USD","31/01/2025","08/01/2025","31/01/2025","18/12/2024","315","Mass-Produced Solvent","26","Delivered","BulkChem Inc","22/01/2025"
"equipment","JPY","","","31/08/2024","31/08/2024","316","Ordinary Calibrator","86","Raised","LabTech Solutions","28/09/2024"
"equipment","JPY","","12/09/2024","12/09/2024","31/08/2024","316","Ordinary Calibrator","86","Dispatched","LabTech Solutions","28/09/2024"
"equipment","JPY","27/09/2024","12/09/2024","27/09/2024","31/08/2024","316","Ordinary Calibrator","86","Delivered","LabTech Solutions","28/09/2024"
"reference","GBP","","","07/01/2024","07/01/2024","317","TEST ITEM - DO NOT USE","54","Raised","SYSTEM_TEST","09/01/2024"
"reference","GBP","","08/01/2024","08/01/2024","07/01/2024","317","TEST ITEM - DO NOT USE","54","Dispatched","SYSTEM_TEST","09/01/2024"
"reference","GBP","09/01/2024","08/01/2024","09/01/2024","07/01/2024","317","TEST ITEM - DO NOT USE","54","Delivered","SYSTEM_TEST","09/01/2024"
"consumables","USD","","","24/11/2024","24/11/2024","318","Unstable Reagent","81","Raised","[REDACTED]","18/12/2024"
"consumables","USD","","06/12/2024","06/12/2024","24/11/2024","318","Unstable Reagent","81","Dispatched","[REDACTED]","18/12/2024"
"consumables","USD","11/12/2024","06/12/2024","11/12/2024","24/11/2024","318","Unstable Reagent","81","Delivered","[REDACTED]","18/12/2024"
"equipment","JPY","","","24/11/2024","24/11/2024","319","Precision Probe","84","Raised","LabTech Solutions","22/12/2024"
"consumables","USD","","","11/02/2024","11/02/2024","320","Unlabelled Reagent","13","Raised","[REDACTED]","06/03/2024"
"consumables","USD","","01/03/2024","01/03/2024","11/02/2024","320","Unlabelled Reagent","13","Dispatched","[REDACTED]","06/03/2024"
"consumables","USD","15/03/2024","01/03/2024","15/03/2024","11/02/2024","320","Unlabelled Reagent","13","Delivered","[REDACTED]","06/03/2024"
"reference","GBP","","","07/03/2024","07/03/2024","321","TEST ITEM - DO NOT USE","93","Raised","SYSTEM_TEST","09/03/2024"
"reference","GBP","","","05/12/2024","05/12/2024","322","TEST ITEM - DO NOT USE","7","Raised","SYSTEM_TEST","07/12/2024"
"reference","GBP","","06/12/2024","06/12/2024","05/12/2024","322","TEST ITEM - DO NOT USE","7","Dispatched","SYSTEM_TEST","07/12/2024"
"reference","GBP","07/12/2024","06/12/2024","07/12/2024","05/12/2024","322","TEST ITEM - DO NOT USE","7","Delivered","SYSTEM_TEST","07/12/2024"
"reference","GBP","","","05/08/2024","05/08/2024","323","TEST ITEM - DO NOT USE","32","Raised","SYSTEM_TEST","07/08/2024"
"reference","GBP","","06/08/2024","06/08/2024","05/08/2024","323","TEST ITEM - DO NOT USE","32","Dispatched","SYSTEM_TEST","07/08/2024"
"consumables","USD","","","15/09/2024","15/09/2024","324","Budget Filter","57","Raised","BulkChem Inc","20/10/2024"
"consumables","USD","","25/09/2024","25/09/2024","15/09/2024","324","Budget Filter","57","Dispatched","BulkChem Inc","20/10/2024"
"equipment","JPY","","","06/09/2024","06/09/2024","325","Hyper Probe","67","Raised","LabTech Solutions","04/10/2024"
"equipment","JPY","","12/09/2024","12/09/2024","06/09/2024","325","Hyper Probe","67","Dispatched","LabTech Solutions","04/10/2024"
"reference","GBP","","","19/06/2024","19/06/2024","326","TEST ITEM - DO NOT USE","18","Raised","SYSTEM_TEST","21/06/2024"
"reference","GBP","","20/06/2024","20/06/2024","19/06/2024","326","TEST ITEM - DO NOT USE","18","Dispatched","SYSTEM_TEST","21/06/2024"
"reference","GBP","21/06/2024","20/06/2024","21/06/2024","19/06/2024","326","TEST ITEM - DO NOT USE","18","Delivered","SYSTEM_TEST","21/06/2024"
"consumables","USD","","","04/11/2024","04/11/2024","327","Regulation Reagent","52","Raised","BulkChem Inc","09/12/2024"
"consumables","USD","","18/11/2024","18/11/2024","04/11/2024","327","Regulation Reagent","52","Dispatched","BulkChem Inc","09/12/2024"
"consumables","USD","06/12/2024","18/11/2024","06/12/2024","04/11/2024","327","Regulation Reagent","52","Delivered","BulkChem Inc","09/12/2024"
"equipment","JPY","","","03/03/2024","03/03/2024","328","Ordinary Sensor","24","Raised","LabTech Solutions","31/03/2024"
"equipment","JPY","","10/03/2024","10/03/2024","03/03/2024","328","Ordinary Sensor","24","Dispatched","LabTech Solutions","31/03/2024"
"equipment","JPY","06/04/2024","10/03/2024","06/04/2024","03/03/2024","328","Ordinary Sensor","24","Delivered","LabTech Solutions","31/03/2024"
"reference","GBP","","","16/03/2024","16/03/2024","329","TEST ITEM - DO NOT USE","75","Raised","SYSTEM_TEST","18/03/2024"
"reference","GBP","","17/03/2024","17/03/2024","16/03/2024","329","TEST ITEM - DO NOT USE","75","Dispatched","SYSTEM_TEST","18/03/2024"
"reference","GBP","18/03/2024","17/03/2024","18/03/2024","16/03/2024","329","TEST ITEM - DO NOT USE","75","Delivered","SYSTEM_TEST","18/03/2024"
"consumables","GBP","","","17/07/2024","17/07/2024","330","Standard Filter","89","Raised","ChemSupply Ltd","25/07/2024"
"consumables","GBP","","21/07/2024","21/07/2024","17/07/2024","330","Standard Filter","89","Dispatched","ChemSupply Ltd","25/07/2024"
"consumables","GBP","26/07/2024","21/07/2024","26/07/2024","17/07/2024","330","Standard Filter","89","Delivered","ChemSupply Ltd","25/07/2024"
"equipment","JPY","","","23/01/2024","23/01/2024","331","Ordinary Calibrator","15","Raised","LabTech Solutions","20/02/2024"
"equipment","JPY","","","23/01/2024","23/01/2024","331","Ordinary Calibrator","15","Raised","LabTech Solutions","20/02/2024"
"equipment","JPY","","27/01/2024","27/01/2024","23/01/2024","331","Ordinary Calibrator","15","Dispatched","LabTech Solutions","20/02/2024"
"consumables","USD","","","05/12/2024","05/12/2024","332","Approved Solvent","91","Raised","BulkChem Inc","09/01/2025"
"consumables","USD","","","07/12/2024","05/12/2024","332","Approved Solvent","55","Raised","BulkChem Inc","09/01/2025"
"consumables","USD","","14/12/2024","14/12/2024","05/12/2024","332","Approved Solvent","55","Dispatched","BulkChem Inc","09/01/2025"
"consumables","USD","10/01/2025","14/12/2024","10/01/2025","05/12/2024","332","Approved Solvent","55","Delivered","BulkChem Inc","09/01/2025"
"equipment","JPY","","","06/08/2024","06/08/2024","333","Hyper Calibrator","51","Raised","LabTech Solutions","03/09/2024"
"equipment","JPY","","","10/08/2024","06/08/2024","333","Hyper Calibrator","49","Raised","LabTech Solutions","03/09/2024"
"equipment","JPY","","14/08/2024","14/08/2024","06/08/2024","333","Hyper Calibrator","49","Dispatched","LabTech Solutions","03/09/2024"
"consumables","USD","","","05/10/2024","05/10/2024","334","Unstable Reagent","25","Raised","[REDACTED]","29/10/2024"
"consumables","USD","","16/10/2024","16/10/2024","05/10/2024","334","Unstable Reagent","25","Dispatched","[REDACTED]","29/10/2024"
"consumables","USD","22/10/2024","16/10/2024","22/10/2024","05/10/2024","334","Unstable Reagent","25","Delivered","[REDACTED]","29/10/2024"
"consumables","GBP","","","11/11/2024","11/11/2024","335","Premium-Quality Filter","47","Raised","ChemSupply Ltd","19/11/2024"
"consumables","GBP","","14/11/2024","14/11/2024","11/11/2024","335","Premium-Quality Filter","47","Dispatched","ChemSupply Ltd","19/11/2024"
"reference","GBP","","","08/08/2024","08/08/2024","336","TEST ITEM - DO NOT USE","5","Raised","SYSTEM_TEST","10/08/2024"
"consumables","GBP","","","04/11/2024","04/11/2024","337","Regular Reagent","89","Raised","ChemSupply Ltd","12/11/2024"
"consumables","GBP","","05/11/2024","05/11/2024","04/11/2024","337","Regular Reagent","89","Dispatched","ChemSupply Ltd","12/11/2024"
"consumables","GBP","10/11/2024","05/11/2024","10/11/2024","04/11/2024","337","Regular Reagent","89","Delivered","ChemSupply Ltd","12/11/2024"
"equipment","USD","","","10/02/2024","10/02/2024","338","Unstable Sensor","51","Raised","[REDACTED]","05/03/2024"
"equipment","USD","","17/02/2024","17/02/2024","10/02/2024","338","Unstable Sensor","51","Dispatched","[REDACTED]","05/03/2024"
"equipment","USD","06/03/2024","17/02/2024","06/03/2024","10/02/2024","338","Unstable Sensor","51","Delivered","[REDACTED]","05/03/2024"
"equipment","USD","","","17/04/2024","17/04/2024","339","Unstable Sensor","75","Raised","[REDACTED]","11/05/2024"
"equipment","USD","","25/04/2024","25/04/2024","17/04/2024","339","Unstable Sensor","75","Dispatched","[REDACTED]","11/05/2024"
"equipment","USD","16/05/2024","25/04/2024","16/05/2024","17/04/2024","339","Unstable Sensor","75","Delivered","[REDACTED]","11/05/2024"
"equipment","JPY","","","29/11/2024","29/11/2024","340","Standard Calibrator","85","Raised","LabTech Solutions","27/12/2024"
"equipment","JPY","","04/12/2024","04/12/2024","29/11/2024","340","Standard Calibrator","85","Dispatched","LabTech Solutions","27/12/2024"
"equipment","JPY","19/12/2024","04/12/2024","19/12/2024","29/11/2024","340","Standard Calibrator","85","Delivered","LabTech Solutions","27/12/2024"
"equipment","JPY","","","09/06/2024","09/06/2024","341","Standard Sensor","71","Raised","LabTech Solutions","07/07/2024"
"equipment","JPY","","17/06/2024","17/06/2024","09/06/2024","341","Standard Sensor","71","Dispatched","LabTech Solutions","07/07/2024"
"equipment","JPY","06/07/2024","17/06/2024","06/07/2024","09/06/2024","341","Standard Sensor","71","Delivered","LabTech Solutions","07/07/2024"
"equipment","USD","","","29/07/2024","29/07/2024","342","Unstable Probe","40","Raised","[REDACTED]","22/08/2024"
"equipment","USD","","11/08/2024","11/08/2024","29/07/2024","342","Unstable Probe","40","Dispatched","[REDACTED]","22/08/2024"
"equipment","USD","25/08/2024","11/08/2024","25/08/2024","29/07/2024","342","Unstable Probe","40","Delivered","[REDACTED]","22/08/2024"
"consumables","GBP","","","26/09/2024","26/09/2024","343","High-Grade Solvent","62","Raised","ChemSupply Ltd","04/10/2024"
"consumables","USD","","","28/06/2024","28/06/2024","344","Mass-Produced Reagent","69","Raised","BulkChem Inc","02/08/2024"
"consumables","USD","","26/07/2024","26/07/2024","28/06/2024","344","Mass-Produced Reagent","69","Dispatched","BulkChem Inc","02/08/2024"
"consumables","GBP","","","22/12/2024","22/12/2024","345","Ordinary Filter","37","Raised","ChemSupply Ltd","30/12/2024"
"consumables","GBP","","25/12/2024","25/12/2024","22/12/2024","345","Ordinary Filter","37","Dispatched","ChemSupply Ltd","30/12/2024"
"consumables","GBP","","25/12/2024","25/12/2024","22/12/2024","345","Ordinary Filter","37","Dispatched","ChemSupply Ltd","30/12/2024"
"equipment","USD","","","20/11/2024","20/11/2024","346","Unstable Sensor","11","Raised","[REDACTED]","14/12/2024"
"equipment","USD","","03/12/2024","03/12/2024","20/11/2024","346","Unstable Sensor","11","Dispatched","[REDACTED]","14/12/2024"
"equipment","USD","21/12/2024","03/12/2024","21/12/2024","20/11/2024","346","Unstable Sensor","11","Delivered","[REDACTED]","14/12/2024"
"consumables","GBP","","","02/05/2024","02/05/2024","347","Standard Solvent","88","Raised","ChemSupply Ltd","10/05/2024"
"reference","GBP","","","24/06/2024","24/06/2024","348","TEST ITEM - DO NOT USE","41","Raised","SYSTEM_TEST","26/06/2024"
"reference","GBP","","25/06/2024","25/06/2024","24/06/2024","348","TEST ITEM - DO NOT USE","41","Dispatched","SYSTEM_TEST","26/06/2024"
"reference","GBP","","","09/06/2024","09/06/2024","349","TEST ITEM - DO NOT USE","95","Raised","SYSTEM_TEST","11/06/2024"
"reference","GBP","","10/06/2024","10/06/2024","09/06/2024","349","TEST ITEM - DO NOT USE","95","Dispatched","SYSTEM_TEST","11/06/2024"
"reference","GBP","11/06/2024","10/06/2024","11/06/2024","09/06/2024","349","TEST ITEM - DO NOT USE","95","Delivered","SYSTEM_TEST","11/06/2024"
"consumables","USD","","","07/03/2024","07/03/2024","350","Unlabelled Solvent","33","Raised","[REDACTED]","31/03/2024"
"consumables","USD","","17/03/2024","17/03/2024","07/03/2024","350","Unlabelled Solvent","33","Dispatched","[REDACTED]","31/03/2024"
"consumables","USD","31/03/2024","17/03/2024","31/03/2024","07/03/2024","350","Unlabelled Solvent","33","Delivered","[REDACTED]","31/03/2024"
"reference","GBP","","","10/06/2024","10/06/2024","351","TEST ITEM - DO NOT USE","61","Raised","SYSTEM_TEST","12/06/2024"
"reference","GBP","","11/06/2024","11/06/2024","10/06/2024","351","TEST ITEM - DO NOT USE","61","Dispatched","SYSTEM_TEST","12/06/2024"
